time,network speed test ping (s),jitter (s),upload (bit/s),download (bit/s),charmhub resource download mean (s),min (s),max (s),
2024-12-23T09:06:44+0000,22.18,0.26,5712.99,519.68,29.906,23.03,40.98,
2024-12-23T09:36:28+0000,20.64,0.55,4871.68,609.76,27.802,24.74,32.24,
2024-12-23T10:06:44+0000,30.27,1.44,927.7,458.3,26.678,23.93,32.25,
2024-12-23T10:38:45+0000,45.55,73.92,6867.74,274.74,22.844,21.87,23.55,
2024-12-23T11:12:45+0000,90.36,4,726.95,818.3,105.696,24.96,421.17,
2024-12-23T11:35:19+0000,23.91,0.04,831.54,620.05,25.952,23.24,30.25,
2024-12-23T12:08:33+0000,92.82,4.15,489.05,695.61,33.868,28.64,36.43,
2024-12-23T12:47:07+0000,24.09,0.2,849.06,553.66,25.756,22.68,30.07,
2024-12-23T13:10:03+0000,23.91,0.26,1230.69,1263.31,26.476,22.12,30.54,
2024-12-23T13:38:09+0000,90.45,1.52,599.78,730.89,31.318,28.93,33.84,
2024-12-23T14:06:35+0000,94.55,3.65,854.4,842.24,31.002,27.72,37.29,
2024-12-23T14:38:06+0000,88.55,0.7,748.84,839.42,33.576,26.44,46.7,
2024-12-23T15:06:45+0000,90.18,0.27,674.07,698.12,32.912,26.86,35.52,
2024-12-23T15:36:29+0000,24,0.19,1096.11,625.83,24.156,22.07,26.07,
2024-12-23T16:14:26+0000,25.64,0.38,651.09,789.29,121.75,31.46,435.25,
2024-12-23T16:40:20+0000,95.73,4.61,505.15,737,33.628,27.77,39.39,
2024-12-23T17:36:13+0000,24,0.56,1148.2,721.99,26.098,23.25,31.54,
2024-12-23T17:45:43+0000,88.09,0.29,769.25,764.51,502.488,24.55,1265.0,
2024-12-23T18:40:42+0000,92.55,2.61,767.86,705.58,34.93,26.78,52.34,
2024-12-23T19:06:31+0000,29.91,2.88,681.19,130.52,35.444,23.09,54.91,
2024-12-23T19:35:44+0000,89.18,0.37,913.89,823.04,28.65,27.06,30.97,
2024-12-23T20:06:57+0000,96.55,5.29,664.69,684.54,34.62,27.32,39.99,
2024-12-23T20:35:52+0000,21.91,1.16,6125.59,1088,27.419999999999998,23.09,35.16,
2024-12-23T21:05:35+0000,24.18,0.64,1385.74,484.07,23.95,22.31,25.78,
2024-12-23T21:36:07+0000,100.82,5.57,891.77,723.42,29.08,26.84,34.04,
2024-12-23T22:05:48+0000,36.55,4.83,1309.53,756.65,23.39,22.4,25.55,
2024-12-23T22:37:30+0000,91.73,2.45,674.73,721.48,31.150000000000002,26.85,35.45,
2024-12-23T23:05:46+0000,24,0.55,675.84,525.8,24.772,22.49,28.16,
2024-12-23T23:35:21+0000,36.64,4.37,1433.64,1126.11,25.394,21.8,30.02,
2024-12-24T00:21:10+0000,239.36,33.66,37.53,32.71,96.058,22.33,379.47,
2024-12-24T00:50:46+0000,99.36,6.38,704.59,433.03,30.34,27.22,35.36,
2024-12-24T02:20:10+0000,180.09,103.82,172.12,89.33,166.602,24.24,509.34,
2024-12-24T02:49:12+0000,92.55,4.73,665.94,816.19,27.552,25.39,29.22,
2024-12-24T03:12:47+0000,114.73,7.82,369.82,636.36,54.65,27.27,87.59,
2024-12-24T03:39:01+0000,29.82,2.24,1216.97,557.24,24.044,22.08,26.72,
2024-12-24T04:09:12+0000,89.27,1.76,547.38,693.59,54.63,31.66,77.92,
2024-12-24T04:42:25+0000,24,0,1029.29,1214.55,77.728,23.8,156.29,
2024-12-24T05:06:22+0000,41,52.86,6268.36,487.32,26.074,23.62,29.17,
2024-12-24T06:07:43+0000,100.18,10.61,619.96,779.73,34.9,26.71,46.15,
2024-12-24T06:18:10+0000,94.82,2.71,852.84,767.15,514.852,32.36,1218.42,
2024-12-24T06:40:48+0000,23.73,0.62,1141.69,702.93,30.94,24.21,48.25,
2024-12-24T07:07:08+0000,92.82,5.45,940.26,726.57,34.744,28.0,42.23,
2024-12-24T07:35:32+0000,25.82,1.53,7787.63,1248.65,28.858,24.71,35.69,
2024-12-24T08:07:25+0000,38.64,6.94,6675.29,919.84,32.902,24.6,45.58,
2024-12-24T08:38:59+0000,24.18,0.19,1209.92,1211.11,27.246,21.87,38.39,
2024-12-24T09:08:46+0000,91.64,3.24,869.13,551.24,51.56,27.56,82.77,
2024-12-24T09:36:54+0000,94.27,5.78,943.85,476.31,35.988,26.96,41.61,
2024-12-24T10:06:04+0000,23.64,0.76,1207.3,1278.49,26.810000000000002,23.86,33.52,
2024-12-24T10:38:12+0000,25.09,1.74,1120.46,654.35,24.566,22.64,26.22,
2024-12-24T11:08:06+0000,93.82,3.21,938.24,765.45,50.536,26.88,87.9,
2024-12-24T11:35:52+0000,70.18,11.68,5481.34,771.22,29.188,23.79,37.85,
2024-12-24T12:07:48+0000,38.27,1.83,788.84,300.74,29.076,24.37,39.72,
2024-12-24T12:46:45+0000,39.91,26.66,5916.56,1507.4,23.288,21.87,24.55,
2024-12-24T13:09:41+0000,24.64,3.02,160.22,785.99,28.748,25.02,33.66,
2024-12-24T13:36:40+0000,76.18,23.55,6280.07,1203.11,28.288,23.91,32.48,
2024-12-24T14:05:52+0000,31.91,6.51,873.52,499.57,26.48,22.89,32.71,
2024-12-24T14:37:16+0000,25.64,1.71,6569.86,1457.78,33.264,23.07,57.47,
2024-12-24T15:05:53+0000,22.73,1.38,5486.18,351.8,25.45,21.69,30.19,
2024-12-24T15:35:36+0000,20.45,1.1,4576.85,1276.61,24.842,22.06,30.08,
2024-12-24T16:06:14+0000,22.91,0.75,4657.33,763.08,24.992,22.94,28.75,
2024-12-24T16:39:15+0000,25.36,1.08,763.95,857.81,30.212,23.96,38.94,
2024-12-24T17:05:37+0000,42.91,26.84,393.57,920.67,23.622,21.96,26.73,
2024-12-24T17:35:24+0000,24.55,1.14,1205.21,257.71,24.150000000000002,22.46,27.01,
2024-12-24T18:07:15+0000,24.55,0.46,323.41,218.53,31.318,26.66,39.42,
2024-12-24T18:39:30+0000,23.55,0.42,1644.21,601.15,26.226,22.69,34.08,
2024-12-24T19:05:45+0000,22.82,0.87,159.16,929.96,25.284,22.32,28.74,
2024-12-24T19:35:01+0000,23.91,0.27,1505.4,631.23,22.43,21.99,22.96,
2024-12-24T20:06:02+0000,23.73,1.31,703.35,1180.22,26.186,22.0,28.35,
2024-12-24T20:35:45+0000,25.36,0.83,1190.76,730.09,26.128,22.43,38.15,
2024-12-24T21:05:47+0000,23.73,0.55,696.27,565.31,24.906,21.65,33.58,
2024-12-24T21:35:02+0000,23.73,0.75,1668.41,537.42,23.72,21.84,27.82,
2024-12-24T22:05:36+0000,21.36,1,4752.48,1104.62,22.706,21.96,23.43,
2024-12-24T22:36:45+0000,23.91,0.09,759.1,412.14,26.442,24.13,30.99,
2024-12-24T23:05:46+0000,24,0.54,1214.62,817.9,24.184,22.22,27.61,
2024-12-24T23:35:11+0000,21.64,0.9,754.38,1031.21,22.918,21.87,23.95,
2024-12-25T00:16:31+0000,57.09,6.6,285.37,105.9,57.656,23.31,122.3,
2024-12-25T00:49:52+0000,40.64,18.12,5959.54,1000.93,23.266,21.82,26.59,
2024-12-25T01:59:09+0000,143.27,9.6,107.97,263.49,326.184,34.07,582.43,
2024-12-25T02:07:09+0000,51.64,6.8,5276.2,227.54,31.642000000000003,26.89,36.88,
2024-12-25T02:48:53+0000,21.91,1.48,5569.79,944.58,30.336000000000002,22.68,37.89,
2024-12-25T03:08:56+0000,24.36,0.7,5202.38,612.01,30.906,26.19,41.98,
2024-12-25T03:38:50+0000,22.27,2.41,4827.27,905.66,31.336,23.32,54.08,
2024-12-25T04:06:34+0000,41.27,6.68,6606.02,1126.15,25.638,23.32,30.4,
2024-12-25T04:39:02+0000,90.82,0.86,918.22,763.41,28.776,26.56,34.41,
2024-12-25T05:06:05+0000,41.82,41.51,4999.31,855.15,25.624,22.65,29.69,
2024-12-25T05:37:48+0000,28.45,4.78,5725.21,644.08,29.535999999999998,26.14,35.94,
2024-12-25T06:07:35+0000,21.45,0.52,5202.31,734.72,34.8,23.26,51.77,
2024-12-25T06:40:40+0000,24.64,0.14,1138.72,766.3,29.054,22.7,35.28,
2024-12-25T07:06:05+0000,38.45,12.17,5161.29,953.83,26.358,24.67,31.41,
2024-12-25T07:35:40+0000,24.09,0.63,6469.51,1026.64,29.148,25.25,33.86,
2024-12-25T08:06:36+0000,24.09,0.2,949.91,763.5,25.881999999999998,24.08,29.58,
2024-12-25T08:38:49+0000,24.91,0.79,1339.02,493.32,24.908,23.27,30.46,
2024-12-25T09:06:33+0000,88,0.32,821.01,778.2,31.308,27.17,36.69,
2024-12-25T09:36:12+0000,95.09,5.58,929.97,831.6,29.747999999999998,25.32,34.05,
2024-12-25T10:06:02+0000,34,12.35,5904.03,170.86,26.522,22.99,29.08,
2024-12-25T10:38:03+0000,32.09,2.58,271.53,1113.14,24.362,22.39,27.86,
2024-12-25T11:05:37+0000,41,0.54,5640.11,1044.81,22.828,21.89,25.12,
2024-12-25T11:35:17+0000,53.82,5.94,4897.18,314.27,25.636,22.24,27.66,
2024-12-25T12:07:25+0000,25.55,0.46,1293.15,650.02,25.858,22.19,34.86,
2024-12-25T12:47:05+0000,23.64,0.17,530.35,855.68,27.738,23.06,34.64,
2024-12-25T13:09:22+0000,107.64,145.05,5766.42,743.78,27.906,22.8,35.61,
2024-12-25T13:36:12+0000,23.73,0.46,959.45,892.16,25.066,22.47,28.29,
2024-12-25T14:05:41+0000,22.73,0.44,5840.37,771.81,24.716,22.24,27.17,
2024-12-25T14:36:56+0000,26.55,6.84,776.49,546.58,31.355999999999998,22.4,55.23,
2024-12-25T15:05:46+0000,25.55,2.88,712.17,886.97,24.88,22.08,28.52,
2024-12-25T15:35:51+0000,30.09,3.7,1166.42,260.23,27.32,22.24,33.22,
2024-12-25T16:06:32+0000,23.82,0.54,938.69,894.42,28.888,22.95,31.93,
2024-12-25T16:38:56+0000,21.91,1.2,5825.23,345.67,28.192,22.12,40.83,
2024-12-25T17:05:52+0000,23.09,0.7,5221.69,482.21,26.014,22.32,31.06,
2024-12-25T17:36:25+0000,59.36,53.01,6114.09,829.17,24.198,21.83,26.8,
2024-12-25T18:07:08+0000,23.27,2.86,4590.04,116.39,31.81,22.61,44.16,
2024-12-25T18:39:21+0000,22.55,0.16,5098.56,931.01,26.25,22.3,40.25,
2024-12-25T19:05:47+0000,24.09,0.14,899.56,435.54,26.323999999999998,22.73,33.16,
2024-12-25T19:36:15+0000,95.45,1.97,760.2,707.28,33.288,28.79,39.1,
2024-12-25T20:26:08+0000,93.27,6.63,372.96,558.09,263.848,26.81,1199.68,
2024-12-25T20:36:30+0000,92.36,3.07,777.64,564.47,29.456,27.37,31.84,
2024-12-25T21:06:32+0000,96.45,3.68,390.72,717.07,31.51,27.64,34.2,
2024-12-25T21:35:11+0000,23,1.87,4977.82,401.32,23.404,21.72,27.93,
2024-12-25T22:06:07+0000,31.64,3.82,6060.27,621.88,28.034000000000002,22.44,38.63,
2024-12-25T22:36:40+0000,40.55,15.18,5725.15,339.35,24.564,22.57,28.76,
2024-12-25T23:05:53+0000,24.18,0.42,767.08,1004.77,25.114,22.45,28.85,
2024-12-26T00:13:36+0000,33.18,5.32,1054.55,498.92,22.988,21.91,24.4,
2024-12-26T00:50:55+0000,96.82,4.49,832.03,735.38,32.624,30.23,34.69,
2024-12-26T02:31:42+0000,77.91,9.09,100.83,37.16,318.42199999999997,26.11,951.56,
2024-12-26T02:53:06+0000,93,3.66,121.24,222.65,77.554,23.01,230.04,
2024-12-26T03:09:43+0000,21.45,2.27,5077.96,944.15,25.733999999999998,22.29,32.07,
2024-12-26T03:39:01+0000,24.36,0.89,1401.33,636.96,26.126,22.98,36.57,
2024-12-26T04:38:07+0000,23.55,0.82,1349.03,635.35,22.476,21.58,22.86,
2024-12-26T05:06:40+0000,90.09,1.83,757.11,727.3,27.95,25.84,33.31,
2024-12-26T05:38:20+0000,91.18,0.54,678.43,793.27,32.084,27.71,34.08,
2024-12-26T06:06:40+0000,40.27,4.01,5591.05,732.71,23.258,22.28,25.59,
2024-12-26T06:40:31+0000,24.18,1.1,1157.15,341.37,25.768,21.71,30.01,
2024-12-26T07:06:05+0000,24.09,0.28,1006.97,1118.69,26.580000000000002,22.13,38.1,
2024-12-26T07:35:27+0000,24.18,1,1249.97,472.12,27.048000000000002,22.64,34.0,
2024-12-26T08:06:39+0000,25,0.8,913.15,504.65,24.904,22.64,32.65,
2024-12-26T08:39:44+0000,88.64,2.09,691.88,742.96,32.858000000000004,28.45,38.97,
2024-12-26T09:35:31+0000,39.73,42.38,5324.45,749.31,22.304000000000002,21.57,22.88,
2024-12-26T09:43:57+0000,115,3.77,664.29,458.42,478.82,27.09,1120.07,
2024-12-26T10:06:04+0000,23.91,0.36,959.62,967.03,25.95,23.64,29.39,
2024-12-26T10:38:15+0000,23.91,0.12,678.46,781.92,24.310000000000002,22.17,30.98,
2024-12-26T11:06:01+0000,66.09,59.06,4780.24,880.16,27.36,22.38,40.43,
2024-12-26T11:35:34+0000,47.82,4.74,446.66,71.64,28.288,23.21,37.3,
2024-12-26T12:08:06+0000,92.45,1.56,765.1,747.35,30.32,28.01,34.87,
2024-12-26T12:47:28+0000,23.64,0.36,935.58,716.4,29.742,22.62,48.55,
2024-12-26T13:09:59+0000,42.27,42.19,5143.51,1120.92,28.47,22.18,33.9,
2024-12-26T13:37:26+0000,23.82,0.16,727.82,983.59,28.458,23.33,33.87,
2024-12-26T14:05:53+0000,23.73,0.08,956.42,1049.95,26.61,24.07,31.49,
2024-12-26T14:38:05+0000,90.64,2.47,909.76,787.34,36.403999999999996,30.87,40.14,
2024-12-26T15:05:49+0000,23.64,0.49,790.92,949.29,26.166,25.24,27.92,
2024-12-26T15:35:48+0000,40.09,18.69,4722.64,754.43,24.887999999999998,22.5,27.83,
2024-12-26T16:06:31+0000,24.27,0.18,740.55,773.79,28.663999999999998,22.13,38.65,
2024-12-26T16:39:18+0000,22.55,0.43,5916.8,873.05,29.936,24.5,44.05,
2024-12-26T17:06:38+0000,94.82,4.71,618.5,720.85,32.834,27.38,37.35,
2024-12-26T17:36:10+0000,87.91,0.54,667.37,783.6,29.044,26.57,33.1,
2024-12-26T18:07:45+0000,32.55,1.66,84.9,631.9,37.028,22.67,48.89,
2024-12-26T18:39:31+0000,40.18,36.72,8947.18,663.74,24.348,22.62,27.24,
2024-12-26T19:06:30+0000,100.27,8.61,451.46,573.64,34.646,28.24,42.66,
2024-12-26T19:42:18+0000,102.09,6.58,744.12,767.95,103.964,27.46,349.7,
2024-12-26T20:26:35+0000,108.18,3.44,442.36,674.18,269.36,32.59,1134.99,
2024-12-26T20:36:22+0000,96.64,3.73,661.72,790.11,29.459999999999997,26.88,38.41,
2024-12-26T21:11:52+0000,91,4.33,515.35,584.86,96.016,39.89,168.85,
2024-12-26T21:35:46+0000,49.64,7.97,5454.87,662.58,30.808,26.29,41.64,
2024-12-26T22:06:18+0000,125.91,38.79,569.46,666.37,29.994,27.08,33.13,
2024-12-26T22:36:35+0000,21.09,1.14,5569.71,167.24,22.82,22.0,24.42,
2024-12-26T23:05:43+0000,21.45,1.05,5455.21,508,24.102,21.81,27.23,
2024-12-26T23:35:05+0000,23.73,0.61,1102.42,1211.11,24.06,21.67,28.32,
2024-12-27T00:13:29+0000,24,0.44,941.13,1286.35,24.616,21.12,28.89,
2024-12-27T00:50:36+0000,95,1.75,794.15,761.24,30.102,26.21,34.0,
2024-12-27T02:40:49+0000,196.36,3.91,250.3,226.08,414.76399999999995,52.49,1230.08,
2024-12-27T03:09:55+0000,29.27,1.04,732.78,472.04,31.328,26.47,39.73,
2024-12-27T03:12:55+0000,103.55,5.36,516.16,628.35,309.68399999999997,27.22,1278.36,
2024-12-27T03:38:39+0000,24.09,0.32,1373.22,214.54,26.334,22.36,37.6,
2024-12-27T04:06:23+0000,36.27,4.86,1342.82,835.54,23.808,22.77,24.9,
2024-12-27T04:38:10+0000,30.64,4.47,804.85,663.54,22.84,22.5,23.21,
2024-12-27T05:06:48+0000,88,0.4,769.91,821,29.09,27.07,34.97,
2024-12-27T05:37:03+0000,23.64,0.19,1030.52,518.06,25.242,22.82,27.33,
2024-12-27T06:06:41+0000,40.18,10.39,6969.8,611.46,23.662,22.1,26.37,
2024-12-27T06:40:12+0000,22.73,1.09,5232.43,453.76,23.77,21.81,27.16,
2024-12-27T07:06:28+0000,25.45,0.97,831.38,171.94,27.73,22.76,44.93,
2024-12-27T07:35:55+0000,95.18,3.87,668.26,757.77,30.96,27.41,36.99,
2024-12-27T08:08:36+0000,92.27,2.88,930.07,785.51,45.064,34.29,72.48,
2024-12-27T08:39:42+0000,113.36,4.25,261.37,631.97,34.976,31.49,39.99,
2024-12-27T09:05:53+0000,23.91,1.4,4628.77,674.61,25.233999999999998,21.71,36.55,
2024-12-27T09:36:04+0000,24,0.52,5465.83,625.37,27.92,24.63,32.45,
2024-12-27T10:05:58+0000,201.45,16.03,5982.67,139.15,24.046,21.81,28.08,
2024-12-27T10:38:05+0000,274,46.07,4779.96,220.46,25.736,22.71,28.09,
2024-12-27T11:06:00+0000,22.18,1.31,5219.26,768.05,28.842,22.68,36.43,
2024-12-27T11:36:01+0000,93.36,2.88,657.01,609.7,30.608,27.04,32.98,
2024-12-27T12:08:03+0000,41.91,26.31,378.53,1158.21,32.208,24.78,44.24,
2024-12-27T12:46:50+0000,39.91,19.52,5392.21,766.98,25.002,22.25,27.28,
2024-12-27T13:09:13+0000,46.09,10.88,5606.13,907.76,25.727999999999998,22.66,34.41,
2024-12-27T13:36:34+0000,32.18,2.02,1231.5,1152.55,25.194,22.29,28.45,
2024-12-27T14:06:23+0000,24,0.95,751.14,625.78,32.882,22.23,53.87,
2024-12-27T14:36:55+0000,40.91,10.87,5361.03,543.46,27.428,22.08,31.07,
2024-12-27T15:05:44+0000,27.64,2.13,5009.01,242.86,25.919999999999998,21.54,31.82,
2024-12-27T15:35:26+0000,32.91,3.58,875.98,297.68,23.936,21.72,30.77,
2024-12-27T16:05:58+0000,23.73,0.72,821.14,514.36,24.708,21.77,27.85,
2024-12-27T17:02:07+0000,94,2.43,913.02,541.82,302.178,25.31,1244.38,
2024-12-27T17:05:41+0000,20.82,0.72,4713.56,678.44,25.928,21.68,39.23,
2024-12-27T17:36:18+0000,21.55,0.61,232.12,1101.38,34.254,22.48,52.6,
2024-12-27T18:07:18+0000,31.45,1.69,73.43,401.65,31.408,22.53,39.24,
2024-12-27T18:39:34+0000,38.36,5.88,304.41,559.21,27.886,23.15,35.54,
2024-12-27T19:05:37+0000,24.27,0.37,735.27,509.28,24.48,22.02,32.74,
2024-12-27T19:35:00+0000,46.64,28.16,5746.41,600.69,23.12,21.81,24.98,
2024-12-27T20:06:25+0000,51.36,9.3,6699.32,287.15,28.814,21.59,38.82,
2024-12-27T20:35:32+0000,25,0.4,1139.03,391.56,25.413999999999998,21.74,34.37,
2024-12-27T21:05:58+0000,39.64,7.96,6082.12,865.44,27.866,22.23,34.73,
2024-12-27T21:35:27+0000,24.18,0.49,1006.77,548.72,24.822,22.19,33.9,
2024-12-27T22:05:39+0000,23.45,0.73,9540.22,688.6,23.548000000000002,22.37,24.61,
2024-12-27T23:01:08+0000,88.36,0.6,602.95,566.14,317.134,25.5,1100.02,
2024-12-27T23:06:12+0000,23.55,0.53,712.95,318.35,30.35,22.22,36.95,
2024-12-27T23:34:59+0000,24.18,0.78,1153.46,534.57,22.556,21.65,23.32,
2024-12-28T00:13:39+0000,51,6.03,6101.03,462,27.03,21.76,32.47,
2024-12-28T00:51:05+0000,91.09,1.59,723.45,770.06,34.564,32.48,38.92,
2024-12-28T03:01:00+0000,223.73,8.92,150.37,64.98,177.126,107.37,340.39,
2024-12-28T03:29:19+0000,91.09,0.97,536.45,567.01,277.81399999999996,25.19,1256.32,
2024-12-28T03:37:15+0000,22.73,0.68,5151.59,916.46,23.16,22.07,25.36,
2024-12-28T04:07:07+0000,89,0.71,928.27,831.72,29.81,27.03,33.25,
2024-12-28T04:37:48+0000,22.27,0.62,5106.24,1022.11,25.33,22.79,27.36,
2024-12-28T05:06:36+0000,88.09,0,807.26,861.48,31.131999999999998,26.76,36.87,
2024-12-28T05:36:34+0000,59.55,17.18,273,630.99,24.01,22.41,26.96,
2024-12-28T06:39:08+0000,43.91,1.89,6202.38,432.87,22.726,21.62,23.25,
2024-12-28T07:05:58+0000,23.64,0.29,1035.17,957.21,28.866,22.4,40.68,
2024-12-28T07:35:12+0000,24,0.92,5964.71,499.6,23.686,21.51,26.38,
2024-12-28T08:06:34+0000,42,18.91,5322.74,345.24,24.276,22.68,25.53,
2024-12-28T09:06:37+0000,89.36,0.57,871.93,638.53,33.194,31.25,35.53,
2024-12-28T09:16:56+0000,93.91,5.34,538.54,780.27,495.068,27.33,1206.47,
2024-12-28T10:06:56+0000,93.73,3.97,732.74,721.72,35.828,29.62,42.25,
2024-12-28T10:12:21+0000,92,2.5,862.73,800.04,468.49600000000004,72.21,1214.65,
2024-12-28T10:38:04+0000,94.45,2.77,941.48,833.7,31.69,27.09,33.39,
2024-12-28T11:05:49+0000,77.18,64.61,5433.33,1034.12,27.419999999999998,21.95,31.4,
2024-12-28T11:35:08+0000,37.55,2.99,5713.85,671.64,24.364,22.28,29.27,
2024-12-28T12:06:44+0000,136.27,23.48,5746.91,130.49,23.84,21.82,29.08,
2024-12-28T12:45:36+0000,21.82,0.95,5950.74,907.8,23.486,20.38,32.86,
2024-12-28T13:09:22+0000,91.18,2.45,495.83,676.67,33.361999999999995,28.9,39.87,
2024-12-28T13:36:09+0000,102.36,6.46,589.55,817.59,32.362,30.82,33.34,
2024-12-28T14:06:29+0000,88.27,0.36,684.64,837.96,31.57,27.86,36.29,
2024-12-28T14:36:25+0000,90.45,1.38,709.44,717.67,31.238,24.95,53.53,
2024-12-28T15:06:03+0000,88.55,0.78,555.31,708.98,29.718,25.65,32.11,
2024-12-28T15:35:11+0000,24.27,0.6,737.96,482,25.342,22.41,29.46,
2024-12-28T16:05:48+0000,23.91,0.38,973.89,277.87,23.794,21.62,29.54,
2024-12-28T16:38:06+0000,46.73,13.15,5353.88,974.94,24.596,22.64,31.22,
2024-12-28T17:05:48+0000,41.36,18.56,4987.34,883.74,26.744,23.04,30.89,
2024-12-28T17:35:13+0000,24.82,0.65,1037.46,694.42,24.612,21.94,31.79,
2024-12-28T18:06:37+0000,24.18,1.09,161.94,382.59,28.168,22.15,39.92,
2024-12-28T18:38:46+0000,22.73,0.16,5235.64,264.32,27.498,22.53,32.5,
2024-12-28T19:05:49+0000,24,0,954.38,796.34,25.11,23.14,29.01,
2024-12-28T19:37:00+0000,102.27,5.42,408.14,416.56,42.012,33.97,67.63,
2024-12-28T20:05:44+0000,66.91,18.26,4983.3,222.87,24.326,21.93,30.13,
2024-12-28T20:35:14+0000,26.82,4.37,5173.32,1012.21,23.44,22.69,24.01,
2024-12-28T21:05:38+0000,41.45,13.82,6429.55,987.28,26.03,22.46,30.97,
2024-12-28T22:04:06+0000,102.36,6.38,945.95,698.95,369.284,27.14,981.45,
2024-12-28T22:06:37+0000,93.18,3.6,849.36,652.11,31.61,26.68,37.85,
2024-12-28T22:37:47+0000,97.64,5.94,654.76,752.99,39.624,27.4,77.68,
2024-12-28T23:06:05+0000,24.82,0.49,1225.51,614.32,25.764,22.25,32.53,
2024-12-28T23:35:47+0000,26.45,0.53,1010.95,694.23,30.114,21.91,47.31,
2024-12-29T00:15:51+0000,39.09,7.82,374.84,187.72,33.784,22.93,43.86,
2024-12-29T00:50:10+0000,30.55,2.72,1260.7,862.2,23.286,22.05,25.61,
2024-12-29T02:14:04+0000,107.55,5.45,54.52,664.48,41.098,37.52,48.14,
2024-12-29T02:57:38+0000,90.09,4.04,31.13,290.56,94.004,24.12,300.07,
2024-12-29T03:16:51+0000,52.45,8.96,342.49,209.34,63.706,24.17,118.14,
2024-12-29T03:41:49+0000,87.73,0.74,840.88,737.98,34.404,32.09,37.39,
2024-12-29T04:27:52+0000,90.27,3.17,561.05,526.27,279.10400000000004,41.6,1129.38,
2024-12-29T04:38:09+0000,26.73,7.7,5146.68,1094.34,29.25,22.48,42.23,
2024-12-29T05:06:01+0000,24.45,2.19,4717.96,468.58,27.62,22.82,37.72,
2024-12-29T05:36:41+0000,21.45,1.74,7643.23,337.95,29.436,22.63,33.62,
2024-12-29T06:06:30+0000,23.82,3.54,5820.53,891.81,24.262,21.82,29.44,
2024-12-29T07:07:21+0000,103.73,2.88,947.17,798.72,37.082,33.17,41.67,
2024-12-29T07:35:31+0000,23.82,0.09,951.63,882.3,28.276,23.3,38.08,
2024-12-29T08:06:45+0000,22.91,3.25,5814.32,728.94,27.413999999999998,25.13,28.88,
2024-12-29T08:38:14+0000,88,0.53,848.89,755.58,30.874,24.95,38.74,
2024-12-29T09:06:32+0000,88.64,0.65,895.62,742.64,30.862,29.18,35.87,
2024-12-29T09:35:08+0000,24.36,0.85,968.83,608.98,23.442,22.34,24.2,
2024-12-29T10:07:04+0000,92.27,4.44,650.68,647.19,35.716,33.34,37.67,
2024-12-29T10:37:06+0000,29.64,1.27,5856.86,596.82,25.198,22.41,35.44,
2024-12-29T11:05:40+0000,24.18,0.4,1067.12,774.71,25.924,22.0,29.14,
2024-12-29T11:35:20+0000,41.27,26.16,490.89,730.24,26.548,22.65,33.43,
2024-12-29T12:06:42+0000,39.27,9.71,5794.25,965.93,23.788,22.55,26.24,
2024-12-29T12:45:44+0000,22.91,1.01,7680.1,818.25,25.566,23.22,28.55,
2024-12-29T13:08:40+0000,24.45,0.52,1333.66,961.07,29.264,23.22,46.23,
2024-12-29T13:56:08+0000,98.45,2.31,708.03,788.69,276.008,27.19,1257.29,
2024-12-29T14:05:50+0000,24,0,1205.63,556.87,26.656000000000002,24.16,32.95,
2024-12-29T14:36:02+0000,41.64,15.27,6171.09,470.71,30.884,21.94,37.52,
2024-12-29T15:07:11+0000,97.55,3.55,498.17,614.95,38.87,26.58,81.57,
2024-12-29T15:35:35+0000,42.09,18.98,7502.5,462.6,26.236,22.73,35.24,
2024-12-29T16:06:21+0000,24.45,0.5,1019.41,939.57,28.848,23.36,46.96,
