time,network speed test ping (s),jitter (s),upload (bit/s),download (bit/s),charmhub resource download mean (s),min (s),max (s),
2024-12-29T16:38:31+0000,90.64,2.52,175.49,633.28,30.812,26.87,36.67,
2024-12-29T17:05:41+0000,22.82,0.25,6085.21,538.33,24.418,23.46,27.01,
2024-12-29T17:56:03+0000,89.27,2.82,668.04,478.26,270.474,26.57,1202.98,
2024-12-29T18:06:46+0000,46.73,12.45,6315.52,575.45,27.408,24.53,30.69,
2024-12-29T18:38:38+0000,22.36,1.37,5069.87,544.45,29.508,23.1,46.43,
2024-12-29T19:05:49+0000,97.82,11.75,4898.04,975.59,28.668000000000003,22.71,42.31,
2024-12-29T19:35:48+0000,31.64,7.48,5441.65,182.32,29.8,22.73,37.11,
2024-12-29T20:05:50+0000,61,37.28,6155.85,352.29,24.466,22.13,32.38,
2024-12-29T20:35:22+0000,41.91,42.27,5745.29,315.78,26.458000000000002,24.39,29.96,
2024-12-29T21:05:49+0000,24.18,0.01,1245.34,1521.94,24.486,23.74,26.21,
2024-12-29T21:35:45+0000,24.36,0.5,923.11,902.59,28.832,23.75,32.77,
2024-12-29T22:05:58+0000,22.45,2.45,6420.39,565.94,26.094,22.99,30.01,
2024-12-29T22:36:23+0000,23.09,2.25,859.01,562.06,26.802,22.44,31.58,
2024-12-29T23:35:29+0000,31.45,2.05,919.4,614.17,25.512,22.63,30.73,
2024-12-30T00:14:07+0000,21.82,0.56,4796.07,709.22,24.324,22.59,28.61,
2024-12-30T02:16:01+0000,288.09,16.79,14.26,128.34,93.332,29.55,242.85,
2024-12-30T02:54:53+0000,202.91,28.25,31.08,74.81,81.632,24.33,229.62,
2024-12-30T03:11:24+0000,24.36,0.07,741.43,166.01,24.858,22.56,26.56,
2024-12-30T03:40:04+0000,23.91,0.09,873.11,673.29,33.186,22.46,58.49,
2024-12-30T04:06:30+0000,24.36,0.69,952.12,1101.8,24.608,22.27,28.16,
2024-12-30T04:39:19+0000,88.73,0.5,535.55,736.35,31.951999999999998,27.09,37.14,
2024-12-30T05:06:05+0000,24.36,1.29,1262.1,590.61,24.076,22.15,28.91,
2024-12-30T05:37:30+0000,25.27,1.02,854.54,576.69,25.038,22.7,28.47,
2024-12-30T06:06:48+0000,22.91,2.07,5314.73,650.02,24.536,22.35,30.48,
2024-12-30T07:03:50+0000,90.18,2.65,610.03,532.76,298.322,28.4,1255.77,
2024-12-30T07:06:28+0000,24,0.33,1343.29,368.85,24.306,21.9,26.73,
2024-12-30T07:36:14+0000,95.55,3.37,788.38,759.92,29.022000000000002,27.01,32.13,
2024-12-30T08:07:20+0000,63.91,13,5016.25,867.48,33.232,23.44,39.97,
2024-12-30T08:39:07+0000,39.82,13.93,6736.98,210.73,28.016,21.85,39.23,
2024-12-30T09:10:31+0000,124.18,8.07,847.57,409.46,73.424,43.09,85.15,
2024-12-30T09:37:05+0000,90.09,2.08,816.67,694.07,33.174,29.39,36.36,
2024-12-30T10:06:21+0000,23.91,0.09,994.72,660.76,25.798000000000002,22.44,28.51,
2024-12-30T10:38:50+0000,24.18,0.4,694.1,954.12,26.642,23.05,30.84,
2024-12-30T11:15:01+0000,96.91,6.17,541.22,665.73,134.23600000000002,29.18,406.1,
2024-12-30T11:35:17+0000,27.36,0.99,5111.03,367.73,24.232,22.08,26.86,
2024-12-30T12:07:44+0000,55.73,6.59,8145.26,351.83,28.71,23.23,43.97,
2024-12-30T12:47:29+0000,24.82,0.75,791.73,481.59,30.892,23.45,43.31,
2024-12-30T13:09:48+0000,23.91,0.12,750.31,611.52,26.732000000000003,21.78,36.77,
2024-12-30T13:37:22+0000,22.91,0.4,7142.39,789.81,28.076,24.12,34.31,
2024-12-30T14:06:12+0000,21.45,0.9,8024.7,1087.03,30.712,24.48,37.86,
2024-12-30T14:38:18+0000,89.55,2.92,508.26,645.72,36.242,33.26,40.63,
2024-12-30T15:06:00+0000,24,0,803.1,598.53,24.48,22.8,28.92,
2024-12-30T15:35:51+0000,21.64,0.97,10726.76,772.07,25.778,21.72,29.15,
2024-12-30T16:06:31+0000,25,1.58,753.56,614.67,26.988,23.49,30.92,
2024-12-30T16:40:36+0000,93.45,2.22,203.73,763.4,34.974,28.83,43.61,
2024-12-30T17:06:51+0000,92.64,2.19,573.55,757.17,33.932,30.1,41.85,
2024-12-30T17:36:33+0000,104.82,9.96,733.98,761.48,31.462,27.79,36.99,
2024-12-30T18:07:39+0000,98,3.57,232.61,245.39,33.678,28.42,41.71,
2024-12-30T18:40:12+0000,24.64,0.91,5016.87,795.31,26.688,24.07,28.95,
2024-12-30T19:06:17+0000,59.45,51.7,8389.55,921.33,31.278,25.25,45.14,
2024-12-30T19:35:15+0000,58.45,44.78,5390.11,280.29,23.594,22.07,24.92,
2024-12-30T20:36:47+0000,101.09,4.26,727.92,727.21,33.836,29.47,37.37,
2024-12-30T21:07:28+0000,91,2.14,951.27,825.54,42.064,28.76,74.94,
2024-12-30T21:35:15+0000,46.82,13.96,6613.89,534.91,23.558,21.99,28.53,
2024-12-30T22:05:54+0000,24.09,0,1050.58,636.6,25.798,22.24,29.85,
2024-12-30T22:37:12+0000,46.91,8.65,5236.25,232.3,28.259999999999998,22.25,38.15,
2024-12-31T00:21:33+0000,283.18,22.54,19.29,13.74,107.738,23.58,431.49,
2024-12-31T01:14:18+0000,95.27,2.03,943.35,662.04,313.63,28.31,1208.84,
2024-12-31T02:19:29+0000,122.55,13.16,183.74,349.23,167.278,29.81,602.25,
2024-12-31T02:51:50+0000,88.36,1.49,79.49,389.69,59.356,29.69,142.16,
2024-12-31T03:08:46+0000,22.18,0.84,7288.03,540.28,26.052,24.16,32.28,
2024-12-31T03:38:12+0000,23.64,0.22,642.49,801.65,24.234,22.36,28.26,
2024-12-31T04:06:35+0000,39.18,3.76,975.16,731.2,26.064,22.94,31.29,
2024-12-31T04:39:05+0000,90,1.05,475,733.86,31.84,27.44,36.7,
2024-12-31T05:27:41+0000,88.27,1,950.61,537.37,282.37800000000004,32.9,1193.9,
2024-12-31T05:38:01+0000,29.82,4.44,4730.9,757.59,38.174,22.24,75.98,
2024-12-31T06:06:20+0000,23.82,0.31,1016.05,1187.65,23.48,20.79,27.0,
2024-12-31T06:42:25+0000,73.45,9.46,578.69,46.1,49.292,26.43,84.41,
2024-12-31T07:06:27+0000,102.64,6.06,505.68,572.68,29.344,26.97,34.44,
2024-12-31T07:35:33+0000,25.73,2.69,1053.3,605.17,27.778,24.62,31.58,
2024-12-31T08:06:54+0000,58.27,141.66,234.44,479.04,27.762,22.74,35.44,
2024-12-31T08:39:00+0000,88.36,0.45,809.26,685.94,30.2,24.66,33.21,
2024-12-31T09:06:09+0000,63.82,9.41,5538.64,99.04,27.616,22.77,40.98,
2024-12-31T09:35:55+0000,24.73,0.94,1104.71,1087.07,28.804,22.43,47.63,
2024-12-31T10:06:00+0000,38.36,5.72,1122.99,344.13,25.85,22.5,32.31,
2024-12-31T10:37:54+0000,24.55,0.62,821.78,404.53,22.544,21.81,23.26,
2024-12-31T11:06:08+0000,40.64,1.27,6062.22,283.44,29.852,22.7,42.82,
2024-12-31T11:35:34+0000,21.91,0.54,4577.13,641.03,26.34,22.81,35.44,
2024-12-31T12:07:18+0000,24.27,0.5,1099.75,1055.55,24.166,22.81,26.3,
2024-12-31T12:47:13+0000,88.27,0.91,777.47,822.15,27.7,24.67,32.07,
2024-12-31T13:30:36+0000,88.82,0.89,606.81,795.76,278.604,24.48,1257.58,
2024-12-31T13:36:14+0000,24.09,0.09,1380.17,494.46,24.758,22.37,30.99,
2024-12-31T14:06:11+0000,22.91,0.75,4900.76,542.38,30.808,23.81,40.91,
2024-12-31T14:36:46+0000,24,0.38,581.61,349.46,27.434,22.98,34.85,
2024-12-31T15:06:03+0000,24.09,0.06,1172.77,613.22,28.036,22.69,40.96,
2024-12-31T15:36:13+0000,22.91,0.45,4989.83,604.14,30.421999999999997,23.0,40.37,
2024-12-31T16:06:45+0000,21.64,0.73,5957.99,721.36,30.844,22.92,41.92,
2024-12-31T16:39:06+0000,32.73,3.17,1048.58,888.64,25.844,22.96,31.25,
2024-12-31T17:05:42+0000,24.09,0.12,937.54,376.04,25.164,21.49,28.91,
2024-12-31T17:35:14+0000,23.91,0.39,763.97,945.04,23.328,21.61,26.45,
2024-12-31T18:06:46+0000,33.64,1.95,449.41,362.59,31.648,21.71,55.96,
2024-12-31T18:38:59+0000,22.64,0.8,6415.72,385.1,23.078,21.6,24.34,
2024-12-31T19:06:11+0000,92.64,1.69,622.16,672.31,29.12,26.78,32.23,
2024-12-31T19:35:32+0000,23.64,0.61,582.02,596.35,26.433999999999997,22.25,37.19,
2024-12-31T20:09:29+0000,98.45,3.11,855.47,695.75,64.712,27.88,80.7,
2024-12-31T20:35:15+0000,21.27,1.46,5597.78,929.03,22.696,22.26,23.09,
2024-12-31T21:05:43+0000,24.27,0.19,927.57,798.72,26.468,23.17,29.3,
2024-12-31T21:35:03+0000,23.45,1.6,6811.46,717.73,23.03,22.38,24.75,
2024-12-31T22:05:35+0000,22.64,1.13,5116,470.95,22.392,21.65,23.05,
2024-12-31T22:36:43+0000,25.91,6.17,711.45,300.53,26.702,22.57,29.92,
2024-12-31T23:05:40+0000,40.82,51.7,6036.26,567.71,24.576,21.68,31.51,
2024-12-31T23:35:15+0000,21.91,0.95,6201.33,864.19,25.682,22.77,31.59,
2025-01-01T00:16:41+0000,40.82,7.35,185.13,118.74,45.796,22.09,74.36,
2025-01-01T00:50:22+0000,31.64,3.71,1255.14,259.31,25.548,21.96,37.08,
2025-01-01T02:17:53+0000,390.55,24.98,17.79,25.35,541.8240000000001,28.0,1806.7,
2025-01-01T02:32:13+0000,98.64,18.25,850.23,660.12,32.128,28.03,35.05,
2025-01-01T02:57:22+0000,55,4.78,259.82,217.18,58.256,27.32,114.1,
2025-01-01T03:42:52+0000,101.27,5.88,686.61,799.77,31.346,26.2,36.47,
2025-01-01T04:06:30+0000,26.09,1.81,1627.13,1145.06,25.002,22.05,33.88,
2025-01-01T04:38:22+0000,25.36,1.5,7959.92,929.26,24.62,22.69,28.31,
2025-01-01T05:06:35+0000,46.73,11.34,9838.87,1009.34,27.666,21.89,31.27,
2025-01-01T05:37:05+0000,34,5.81,6409.23,806.08,23.768,22.98,25.84,
2025-01-01T06:06:49+0000,24.36,0.51,800.22,810.59,26.716,22.43,32.2,
2025-01-01T06:40:38+0000,41.64,36.65,9508.27,527.24,24.152,22.29,30.65,
2025-01-01T07:07:07+0000,90.45,1.63,919.16,787.94,30.228,26.42,34.59,
2025-01-01T07:50:44+0000,95.91,4.44,926.9,784.76,208.692,26.12,791.07,
2025-01-01T08:06:43+0000,50.09,14.04,5967.37,1420.04,26.968,23.02,34.19,
2025-01-01T08:38:21+0000,24.64,0.25,980.52,1251.96,23.276,20.85,24.38,
2025-01-01T09:06:26+0000,96.73,5.15,588.34,778.57,30.834,24.87,40.35,
2025-01-01T09:36:13+0000,87.82,0.73,555.43,783.38,29.184,25.63,32.89,
2025-01-01T10:06:10+0000,30.91,1.25,1330.31,260.92,26.218,22.01,31.88,
2025-01-01T10:38:11+0000,27.73,2.08,10129.68,548.67,25.558,21.43,28.04,
2025-01-01T11:05:40+0000,54.64,18.76,5694.23,1063.14,23.51,22.2,25.5,
2025-01-01T11:36:07+0000,88,0,640.18,708.98,32.594,28.03,34.96,
2025-01-01T12:07:34+0000,24.36,0.4,688.31,819.43,27.622,22.53,36.2,
2025-01-01T12:46:58+0000,39.18,0.4,7008.11,954.11,26.67,22.44,31.64,
2025-01-01T13:09:21+0000,21.91,1.9,5541.17,294.62,27.34,21.82,35.25,
2025-01-01T13:35:51+0000,24.09,0.78,1186.55,677.49,22.612,22.02,23.08,
2025-01-01T14:05:42+0000,37,2.44,765.23,403.02,24.698,21.72,28.33,
2025-01-01T14:37:31+0000,101.73,4.83,859.34,736.69,33.584,31.63,36.02,
2025-01-01T15:05:37+0000,22,1.52,5795.72,358.26,23.88,22.64,27.29,
2025-01-01T15:35:52+0000,24.45,0.67,5032.4,455.26,24.682,22.35,32.94,
2025-01-01T16:09:07+0000,48.55,16.94,7508.98,753.47,60.942,22.36,186.26,
2025-01-01T16:39:40+0000,89.36,1.33,658.28,702.17,29.19,26.92,32.63,
2025-01-01T17:06:38+0000,89.82,0.65,938.13,610.83,31.573999999999998,27.08,34.55,
2025-01-01T17:35:31+0000,49.91,8.19,6171.49,1070.35,25.962,22.24,31.64,
2025-01-01T18:07:20+0000,94.18,3.36,294.68,445.45,32.436,27.25,37.72,
2025-01-01T18:39:10+0000,64.64,13.22,7041.12,287.28,23.45,22.72,24.72,
2025-01-01T19:05:28+0000,40.73,10.57,6076.13,804.96,23.524,23.07,24.02,
2025-01-01T19:37:41+0000,98.91,10.21,658.96,649.94,50.248,26.58,84.6,
2025-01-01T20:05:51+0000,20.82,0.66,7440.22,951.12,23.71,22.59,25.09,
2025-01-01T20:35:29+0000,24.09,0.37,1217.2,872.77,23.486,21.77,25.98,
2025-01-01T21:05:55+0000,22,1.43,5389.85,395.29,27.896,22.32,39.0,
2025-01-01T21:35:11+0000,24.09,0.25,876.81,1132.58,23.084,22.37,23.99,
2025-01-01T22:05:44+0000,53.45,10.37,216.24,311.05,23.328,21.98,26.12,
2025-01-01T22:36:33+0000,22.36,0.59,6561.69,588.04,22.828,21.82,23.94,
2025-01-01T23:06:21+0000,32.91,2.22,1345.36,380.05,32.71,22.49,57.53,
2025-01-01T23:35:00+0000,23.91,0.36,1195.87,1470.07,24.016000000000002,21.35,29.53,
2025-01-02T00:13:43+0000,25.18,1.48,133.26,303.04,25.018,22.04,30.11,
2025-01-02T00:49:55+0000,34.82,3.62,6788.11,1365.52,23.22,21.99,24.47,
2025-01-02T02:28:08+0000,261.45,26.51,27.07,156.19,264.308,40.31,472.74,
2025-01-02T02:49:43+0000,98.18,5.26,409.18,598.95,36.992,30.76,48.88,
2025-01-02T03:10:09+0000,133.36,30.65,744.97,473.82,40.582,27.77,85.63,
2025-01-02T03:39:01+0000,23.73,0.74,1236.77,1328.78,27.558,23.52,38.82,
2025-01-02T04:09:18+0000,88.18,0.33,759.2,660.82,57.328,26.68,76.79,
2025-01-02T04:38:21+0000,24.09,0.31,895.65,829.6,26.34,22.14,36.82,
2025-01-02T05:06:14+0000,21.09,0.55,5924.24,1037.47,27.79,23.61,32.65,
2025-01-02T05:37:35+0000,54.91,17.48,5351.04,419.07,28.358,22.46,39.46,
2025-01-02T06:06:50+0000,38.36,25.59,5210.81,911.75,25.194,22.42,29.82,
2025-01-02T06:40:11+0000,33.18,2.98,5954.23,1137.06,24.098,22.85,25.7,
2025-01-02T07:06:06+0000,48.64,28.67,5502.23,310.93,27.214,24.74,30.63,
2025-01-02T07:35:43+0000,26.45,0.81,845.8,358.45,29.912000000000003,23.09,41.13,
2025-01-02T08:39:31+0000,90.91,1.75,931.56,753.56,32.564,28.05,36.8,
2025-01-02T09:06:51+0000,97.27,2.07,522.28,789.9,33.18,27.24,47.37,
2025-01-02T09:55:30+0000,102.73,5.21,878.62,677.36,259.76,28.48,1150.47,
2025-01-02T10:06:19+0000,25.55,2.64,4988.4,233.22,28.38,24.16,34.04,
2025-01-02T10:37:58+0000,24.45,0.87,1099.9,998.22,23.452,21.14,29.88,
2025-01-02T11:08:36+0000,98.45,4.46,405.67,512.36,57.334,27.2,79.09,
2025-01-02T11:37:05+0000,93.27,4.76,943.21,593.76,44.524,27.59,95.4,
2025-01-02T12:07:18+0000,28.91,3.28,1292.76,726.47,24.378,23.14,25.7,
2025-01-02T12:47:26+0000,22.64,1.02,5415.57,1032.66,28.484,22.05,42.79,
2025-01-02T13:10:02+0000,20.64,0.51,9330.19,893.15,31.504,22.62,36.74,
2025-01-02T13:36:59+0000,26.64,2,1180.13,405.47,29.074,24.93,39.34,
2025-01-02T14:07:02+0000,94.73,1.3,399.27,794.47,36.762,33.78,43.19,
2025-01-02T14:37:59+0000,107.82,7.7,870.1,750.6,35.994,28.76,43.66,
2025-01-02T15:07:36+0000,100.27,4.84,887.65,537.14,39.076,29.43,52.98,
2025-01-02T15:36:02+0000,24,0,911.23,830.68,27.7,23.68,33.37,
2025-01-02T16:08:41+0000,25.18,1.57,794.52,584.69,49.532,24.32,124.41,
2025-01-02T16:40:31+0000,95.64,5.11,493.39,802.97,31.508,27.61,35.15,
2025-01-02T17:05:59+0000,24.82,1.9,6735.93,959.47,26.882,22.96,29.55,
2025-01-02T18:07:20+0000,70.09,18.13,8227.19,133.44,32.044,22.49,49.83,
2025-01-02T18:17:01+0000,96.91,4.17,833.99,810.53,517.596,27.74,1228.38,
2025-01-02T18:40:08+0000,24,0.22,471.89,552.42,28.808,22.43,37.23,
2025-01-02T19:05:50+0000,25,0.39,975.8,641.99,27.846,23.02,39.4,
2025-01-02T19:35:45+0000,24.36,0.18,699.96,607.47,27.142,23.17,33.52,
2025-01-02T20:06:18+0000,37.64,10.79,5774.95,1175.3,26.096,22.41,30.93,
2025-01-02T21:05:48+0000,22.91,1.21,6612.55,1295.45,25.15,22.47,26.74,
2025-01-02T21:11:04+0000,88.73,0.48,706.59,695.19,443.87,29.69,1125.43,
2025-01-02T21:54:26+0000,88.73,1.26,354.91,556.64,251.598,28.95,1127.97,
2025-01-02T22:05:57+0000,39.82,74.37,5820.17,717.75,26.356,23.09,29.61,
2025-01-02T22:37:13+0000,24,0,853.1,912.52,26.65,22.22,33.52,
2025-01-02T23:08:05+0000,93.73,3.98,486.1,776.01,49.208,27.22,80.52,
2025-01-02T23:35:18+0000,20.36,0.5,6057.75,838.47,24.218,22.3,27.24,
2025-01-03T00:13:42+0000,23.82,0.04,638.81,615.13,25.106,22.61,29.94,
2025-01-03T00:50:40+0000,91.36,2.42,755.01,749.11,31.336000000000002,27.91,38.7,
2025-01-03T02:01:59+0000,101.91,9.82,668.89,762.08,370.932,39.67,680.29,
2025-01-03T02:49:35+0000,29.09,13.4,611.87,642.56,31.994,24.43,51.5,
2025-01-03T03:13:45+0000,23.73,0.34,730.99,786.59,72.22,30.55,125.13,
2025-01-03T03:39:17+0000,24,0,997.87,1060.28,26.916,23.49,31.96,
2025-01-03T04:06:54+0000,24.27,0.26,1221.06,1075.94,28.666,23.43,42.09,
2025-01-03T04:37:59+0000,24.27,0.05,1289.84,1024.97,23.852,21.49,29.62,
2025-01-03T05:05:56+0000,39.55,8.34,5923.21,1397.81,24.268,21.19,27.64,
2025-01-03T05:37:57+0000,93.64,6.63,935.53,845.15,32.418,29.43,36.6,
2025-01-03T06:07:12+0000,88.82,1.09,864.15,828.29,29.4,26.61,35.48,
2025-01-03T06:40:02+0000,22.45,1.13,7096.31,516.64,23.95,22.07,25.84,
2025-01-03T07:05:52+0000,26,0.82,1240.35,1010,24.632,22.67,28.09,
2025-01-03T07:56:45+0000,91.27,2.4,476.25,770.46,278.22,28.07,1217.38,
2025-01-03T08:07:03+0000,25.82,0.99,697.88,780.36,29.53,22.11,43.18,
2025-01-03T08:38:39+0000,22.18,2.19,5932.96,1579.42,26.032,21.21,33.33,
2025-01-03T09:35:57+0000,23.45,0.12,1260.33,361.17,27.76,22.58,36.88,
2025-01-03T09:45:03+0000,93.64,3.81,750.18,489.92,490.998,29.53,1204.66,
2025-01-03T10:06:07+0000,45.45,13.27,5185.55,349.19,26.788,23.62,30.88,
2025-01-03T10:39:17+0000,98.36,6.27,559.48,597.32,34.544,27.7,43.64,
2025-01-03T11:35:19+0000,35.18,7.97,5151.52,683.08,26.95,21.91,33.76,
2025-01-03T12:07:38+0000,42.82,3.87,1168.86,442.84,26.18,22.68,28.84,
2025-01-03T12:47:00+0000,24.36,0.91,1034.78,1225.18,27.402,22.54,37.19,
2025-01-03T13:32:40+0000,110.09,6,367.91,703.53,299.24800000000005,25.2,1259.16,
2025-01-03T13:36:58+0000,40.55,25.25,349.16,454.53,26.806,22.7,32.07,
2025-01-03T14:05:59+0000,23.18,1.6,5955.75,1240.01,28.446,23.12,31.69,
2025-01-03T14:37:52+0000,88.55,1.82,874.95,833.8,33.36,28.39,45.44,
2025-01-03T15:17:10+0000,113.36,3.17,812.48,468.77,157.026,33.63,596.78,
2025-01-03T15:36:34+0000,28.82,1.86,1369.7,561.14,33.65,22.45,45.15,
2025-01-03T16:08:56+0000,43.36,76.4,5243.41,1025.65,52.146,30.63,114.62,
2025-01-03T16:40:26+0000,89.91,0.92,133.45,765.92,31.732,28.05,37.53,
2025-01-03T17:09:06+0000,91.09,3.82,660.19,687.23,61.166000000000004,27.15,80.84,
2025-01-03T17:36:46+0000,93.73,2.54,665.77,738.27,34.918,32.73,38.08,
2025-01-03T18:26:49+0000,95.91,4.03,871.25,764.39,263.862,31.3,1136.44,
2025-01-03T19:01:01+0000,92.09,1.73,698.72,782.53,278.586,30.53,1263.65,
2025-01-03T19:27:22+0000,94.82,2.89,633.96,522.62,283.18600000000004,26.73,1195.64,
2025-01-03T19:35:49+0000,24.64,1.04,1277.27,215.87,30.726,23.85,39.12,
2025-01-03T20:06:22+0000,25.91,1.29,758.62,445.42,29.832,22.88,34.31,
2025-01-03T20:36:49+0000,99.09,3.42,867.54,792.3,34.756,28.49,48.77,
2025-01-03T21:05:44+0000,53.82,13.55,6139.73,839.04,25.83,22.84,31.82,
2025-01-03T21:35:49+0000,59.27,18.66,4622.52,957.85,31.622,23.96,45.28,
2025-01-03T22:06:18+0000,82.55,27.37,5770.11,1296.2,30.74,24.36,41.92,
2025-01-03T22:36:39+0000,25.64,1.06,1203.99,1469.58,23.974,20.64,34.43,
2025-01-03T23:07:04+0000,96.18,3.61,792.96,670.04,36.402,31.85,43.17,
2025-01-03T23:36:05+0000,24.45,0.55,1109.1,235.65,34.904,25.73,46.04,
2025-01-04T00:15:45+0000,223.73,20.67,167.11,113.26,49.424,28.63,80.72,
2025-01-04T01:32:59+0000,20.45,0.63,5497.26,1126.04,28.92,22.11,39.45,
2025-01-04T02:06:15+0000,24.18,0.86,684.64,893.02,26.71,24.06,30.09,
2025-01-04T02:47:56+0000,24,0.22,1280.08,1295.72,24.338,21.32,29.51,
2025-01-04T03:08:52+0000,35.09,5.88,238.13,442.01,33.224,22.25,48.06,
2025-01-04T03:38:46+0000,91.91,3.14,669.96,712.32,31.05,27.22,33.62,
2025-01-04T04:06:38+0000,24.18,2.44,5606.46,575.82,28.974,21.38,38.83,
2025-01-04T05:06:04+0000,27.45,7.91,6685.59,1122.79,29.668,23.07,36.43,
2025-01-04T05:19:58+0000,99.18,3.57,679.78,664.06,529.796,27.35,1213.21,
2025-01-04T05:55:46+0000,93.09,4.54,758.64,788.88,254.306,28.32,1067.2,
2025-01-04T06:06:22+0000,60.09,44.62,5194.26,1111.97,25.132,23.32,28.37,
2025-01-04T06:39:45+0000,90.09,3.2,932.65,805.03,28.118,24.11,35.16,
2025-01-04T07:05:49+0000,23.82,0.1,1635.56,1039.3,25.362,22.33,27.78,
2025-01-04T08:06:25+0000,24.45,0.97,1378.71,246.07,23.51,20.6,29.27,
2025-01-04T08:17:24+0000,88.27,0.83,448.5,800.34,529.6,23.98,1270.3,
2025-01-04T08:58:26+0000,93.45,1.8,582,550.55,268.964,27.17,1124.42,
2025-01-04T09:06:46+0000,106.27,13.11,927.25,768.26,31.372,27.07,33.14,
2025-01-04T09:35:25+0000,43.82,16.98,1503.47,847.35,26.952,22.42,30.3,
2025-01-04T10:05:30+0000,24.27,0.01,1304.01,1331.09,23.982,21.12,26.42,
2025-01-04T10:37:48+0000,23.73,0.2,939.98,1015.8,27.764,22.43,38.89,
2025-01-04T11:05:52+0000,75.27,6.53,5633.28,354.08,28.228,22.45,36.74,
2025-01-04T11:35:19+0000,45.55,20.26,5485.77,759.76,23.784,22.5,27.21,
2025-01-04T12:07:05+0000,33.82,3.95,976.3,860,27.032,22.69,29.74,
2025-01-04T12:46:15+0000,36.82,5.97,1396.99,795.61,24.054,23.06,25.95,
2025-01-04T13:08:43+0000,60.55,17.96,5277.89,1151.62,25.064,22.53,32.77,
2025-01-04T13:36:33+0000,23.09,1.88,4994.04,1205.16,36.403999999999996,21.78,52.4,
2025-01-04T14:06:37+0000,100.27,9.53,743.33,819.39,33.852000000000004,25.22,46.17,
2025-01-04T14:36:10+0000,32.09,3.09,862.16,330.34,25.632,22.28,30.6,
2025-01-04T15:05:37+0000,41.82,8.76,1188.79,1221.69,23.132,22.12,24.47,
2025-01-04T15:35:05+0000,23.09,1.6,8940.54,1401.33,24.542,21.01,37.64,
2025-01-04T16:06:08+0000,54.27,22.13,5879.3,1112.99,26.738,22.63,33.69,
2025-01-04T16:57:32+0000,90.27,1.39,375.86,597.21,255.12600000000003,24.17,1164.13,
2025-01-04T17:05:38+0000,21.45,0.79,7036.44,242.11,23.908,22.25,28.25,
2025-01-04T17:35:38+0000,89.09,0.83,588.81,831.58,29.288,26.82,32.74,
2025-01-04T18:07:03+0000,88.36,0.61,615.5,763.33,32.406,26.09,47.19,
2025-01-04T18:39:38+0000,88.45,0.69,692.37,817.67,33.24,25.98,41.85,
2025-01-04T19:06:26+0000,95.45,3.43,651.75,660.39,31.61,26.68,36.96,
2025-01-04T19:35:47+0000,35.09,3.28,1068.53,842.76,27.528,22.8,39.07,
2025-01-04T20:05:34+0000,24.27,1.19,5322.09,575.41,23.466,21.6,26.37,
2025-01-04T20:35:01+0000,22.91,1.59,7401.83,1050.35,22.288,20.84,24.21,
2025-01-04T21:06:37+0000,91.73,1.23,182.26,797.72,32.904,31.63,34.34,
2025-01-04T22:05:31+0000,21.73,1.14,6503.17,603.67,23.692,20.77,28.48,
2025-01-04T22:14:54+0000,87.73,0.14,437.02,544.82,499.782,27.77,1196.6,
2025-01-04T23:06:01+0000,22,3.24,6215.09,304.15,28.968,22.78,48.11,
2025-01-04T23:15:01+0000,90,1,832.84,858.49,489.12800000000004,29.54,1126.66,
2025-01-05T00:50:37+0000,87.82,1.27,543.64,740.83,27.56,25.15,34.44,
2025-01-05T01:33:56+0000,93.55,2.57,613.5,765.04,30.644,27.9,32.58,
2025-01-05T02:12:40+0000,91.18,2.46,713.7,739.51,29.964,26.88,35.23,
2025-01-05T02:50:47+0000,31.82,3.75,1061.32,570.33,25.456,23.6,27.38,
2025-01-05T03:12:51+0000,46.18,8.01,5941.8,377.92,23.754,22.24,25.01,
